菜谱名称,原料
鸡蛋青椒沙拉,"青椒,鸡蛋,葱头,生菜油,盐,芥末酱,胡椒粉,醋精。"
基础色拉,"土豆,胡萝卜,鸡蛋,鲜黄瓜,豌豆, 附料 马奶司,奶油,盐,辣酱油,胡椒粉,味精,（其实用色拉酱就行了）"
忌司酥,"蛋,干乳酪。"
家庭拌素菜,"土豆,鲜黄瓜,胡萝卜,酸黄瓜,红菜头,洋葱,鸡蛋,精盐,奶油,胡椒粉。"
煎扳鱼,"板鱼,条,面粉,鸡蛋,盐,胡椒粉,黄油,色拉油。"
煎法式面包,"法式面包片,鸡蛋枚,牛奶,黄油,生菜叶两片。"
煎红酒丁骨牛排,"美国丁骨牛排一块公,(切丝)公,红葡萄酒/。调味料：橄榄油大匙,盐,胡椒,黄奶油。"
煎牛排,"牛排,葱头汁,黄酒,鸡蛋,辣酱油,蕃茄沙司,黄瓜片,土豆条或生菜和蕃茄片。"
煎猪排,"杏仁粒,鲜马蹄粒。配料：卡夫奇妙酱,冬瓜,韭菜,拌入味的胡萝卜条。"
姜丝田鸡,"田鸡腿,嫩姜,大蒜,鸡蛋清,青椒,白葡萄酒,植物油,淀粉,白砂糖,盐各。"
椒盐牛仔骨,"美国带骨牛小排(含根肋骨)公,柠檬,甜豆荚,玉米笋支,胡萝卜片。调味料：椒盐小匙。"
芥兰牛肉,"牛五花肉,面粉,芥兰,味精,白酒,葱花,椒盐,麻油各。"
芥兰沙拉,"新鲜芥兰,沙拉酱或沙拉调料。色拉油。"
金枪鱼它它,"新鲜生金枪鱼肉,鸭梨,松子仁,干葱,鹌鹑蛋。"
金萱炸三蔬,"主材料：金萱茶末。配料：新鲜香菇,小洋葱,新鲜金针。调味料：中筋面粉/碗,脆酥粉/碗,吉士粉(干酪粉)大匙,鸡蛋,沙拉油茶匙。"
卷心菜热狗,"热狗或俄尔纳肠,热狗包,生菜,番茄片,甜黄瓜片,菜丝沙拉,薯条包,洋葱圈,沾面包糠,炸(--),菜油,盐调至够味,胡椒调至够味,法香枝,蛋黄酱。"
咖喱油烟虾段,"大虾(约,公斤左右),咖喱粉,葱头,生菜油（实耗）,姜,胡椒粒,干辣椒,香叶片,芹菜,胡萝卜,味精,番茄酱,鸡清汤,奶油,精盐。"
咖哩粉丝金银虾煲,"鲜虾,虾干,咖哩酱椒丝,丝瓜丝。"
烤比目鱼,"鲜比目鱼,鸡蛋,面粉。调料：食油,雪利酒,白醋,精盐,胡椒粉各。"
烤蕃茄菲力牛排,"美国菲力牛排一块公,红蕃茄碎(罐装)粒,九层塔(切碎)-,大蒜(切末)粒,橄榄油大匙。"
烤腹脊牛肉,"美国腹脊牛排一块约公斤,什锦蔬菜,香料（芹菜,香菜,红萝卜,月桂冠,青蒜）约公。调味料：盐,胡椒,辣酱油。"
烤牛排,"净牛排,盐,糖,胡椒,酱油,酒,味精。"
烤双肉蛋饼,"牛肉,猪肉,面包,鸡蛋,葱头,面包粉,土豆泥。调料：食油,牛奶,番茄调味汁,精盐,胡椒粉各。"
烤笋瓜蕃茄,"意大利笋瓜,大西红柿一,蒜头末一汤匙,盐,胡椒粉各,橄榄油三十公。"
烤鯷鱼纽约牛排,"纽约牛排一块公,油渍,鱼(罐装)-尾,青橄榄(切片)粒,美国香菜(切末)大匙。调味料：盐,胡椒。"
烤羊脊配他力根汁,"羊脊,净的带排骨（份）,混合香草,地装芥末,大蒜碎,橄榄油,盐调至够味,黑胡椒碎调至够味,洋葱细碎,红酒,烧汁,黄油,鲜他力根碎,红酒醋,土豆（软糖）包,菠菜炒的包,烩蔬菜包,扒番茄,沙拉装饰,面包,份装黄油。"
辣味红酒烤羊排,"特选羊肋排公斤,义大利尖管通心粉（PNN ）,青芦笋支,s,o辣椒酱滴,辣椒粉茶匙,红糖粉大匙,红酒醋.大匙,番茄酱大匙,盐茶匙,清水大,橄榄油大匙,橄榄油,红酒大。"
辣味金枪鱼,"金枪鱼,混合卡真粉,绿柠檬汁亳升,日式芥末,日式酱油,蔬菜色拉装饰,香油,大块盐,黑胡椒碎。"
辣味沙拉浇汁,"（-份） 酸奶,洋葱末大勺,甜辣酱大勺,精盐/小勺,胡椒粉。"
冷豆腐,"绢豆腐盒,红绿海草。配料：柴鱼丝,葱,海苔丝,生姜泥,冷豆腐酱油。"
莲白沙拉,"（-份）莲花白,苹果（中等大小）,榛子,浓牛奶,柠檬汁-大勺,白糖。"
绿色的梦,"牛奶,蛋,糖,明胶。调味料：比例：牛奶：蛋：糖：明胶=：.：.：.。（蛋和糖打发,冲入加热煮沸的牛奶,放在微火上加热,并不断搅拌至稠,放入已经溶解的明胶液搅匀,过筛）。"
罗宋汤,"不肥不瘦牛肉斤切丁,土豆,胡萝卜,番茄, 芹菜。以上四种蔬菜皆切成丁。洋白菜,白胡椒粒,盐。"
麻酱香桃蜜糖烤鸭胸,",鸭胸肉,,蜜糖,,小白菜,,白菜,,小胡萝卜,,土豆,, 青豆,,芫荽,,牛油,,桃子,盐和胡椒粉。调味料：,,红酒醋,,糖,,,烧汁,spoon酱油,,,柠檬汁,,炒好的芝麻。"
马介休烟肉炒薯丝,"马介休,烟肉,马铃薯,青红椒丝"
马乃司,"蛋黄,精盐.,白胡椒粉,芥末.,白醋（或柠檬汁）,色拉油。"
茅菜色拉,"茅菜,熏肉,巴麻臣芝士,松子。"
美国牛排,"美国沙朗肋眼牛排肉公,玉米,,甜豆各支。调味料：盐,胡椒粉各/小匙。"
爆炒腰花,"猪腰,木耳,冬笋片,油,酱油,葱,姜汁,料酒,味精,蒜片,汤,淀粉各。"
美国牛肉沙爹串,"美国牛肉（西冷或牛柳）,青瓜,洋葱各,椰汁糯米饭,竹签,沙爹酱/。调味料：生抽,老抽各/汤匙,胡椒粉。"
摩菜鸡,"鸡（约）,番茄,青椒,杏仁。调料：黄油,红辣椒粉,大蒜,丁香粉,茴香粉,桂皮粉,香菜籽粉各,芝麻,无味巧力小块,精盐。"
蘑菇大虾色拉,"大虾,蘑菇。"
蘑菇蛋糕,"砂糖,蛋白,可可粉,色拉油,白脱油。
调味料：砂糖和鸡蛋清比例为比,糕胚,巧力和白脱油比例为比比。"
莫斯科红菜汤,"熟牛肉,牛肉汤,红菜头,葱头,胡萝卜,洋白菜,糖,醋精,盐,干辣椒,香味片,胡椒粒.,油炒面,牛油,番茄酱,奶油,小茴香,大蒜,鲜西红柿,小泥肠,火腿。"
墨西哥水饺片,"水饺皮张。调味料：番茄丁大匙,洋葱丁大匙,葱末大匙半,香菜末/大匙,辣椒末小匙,白醋大匙,糖/大匙,香油小匙。"
奶酪蛋卷,"鸡蛋枚,奶酪片,胡椒粉,黄油,酸黄瓜根。"
奶酪汉堡包,"汉堡面包,牛脊（本地）,并弄成圆筒状,生菜,番茄片,时萝酸菜片,洋葱片,去皮,菜丝沙拉,椰榄,薯条包,瑞士奶酪,黄油,盐调至够味,白胡椒调至够味,法香枝。"
奶酪火腿蛋卷,"鸡蛋枚,奶酪片,方火腿,黄油。"
奶油菠菜汤,"菠菜,鸡蛋,油面粉。调料：奶油,鸡清汤,精盐,豆蔻粉,胡椒粉各。"
奶油长生卷,"花生酱,白脱油。糕胚材料比例：蛋:面粉:糖:水:色拉油:乳化剂=:.:.:.:.。"
南美洲炒饭,"鸡肉,烟脯肉,猪肉肠,虾仁,洋葱半,番茄半,青椒,干辣椒,红椒粉,罗勒,米饭O,黄油,盐,色拉油。"
柠檬蜂蜜鲑鱼排,"一斤鲑鱼(公)切成四片,六大匙蜂蜜,三大匙酱油,一柠檬榨汁,半大匙麻油,四分之一小匙辣椒粉,黑胡椒粉。"
牛柳配奶油蘑菇汁,"牛柳丝,洋葱细丁,金针菇,白蘑菇,大蒜细碎,红粉,混合鲜香草,黄油,白酒,烧汁,浓奶油,盐调至够味,白胡椒粉调至够味,面条烫熟,时令配沙拉包,面包,黄油份装。"
牛肉盖饭,"牛腩半斤,红萝卜,蛋,香菇朵,高汤,白饭碗。调味料：酱油大匙,盐,冰糖各,芹菜。"
牛油果西柚火腿色拉,"西柚,巴马火腿薄片,紫花南芥,牛油果,罂粟子油醋汁,/小洋葱,汤匙陈醋,汤匙蜜糖,/茶匙芥末粉,/茶匙姜粉,盐,胡椒,植物油,汤匙罂粟子。"
牛油果西柚熏三文鱼色拉,"莳萝,白肉西柚,熏三文鱼,红生菜,牛油果。"
牛脂油布丁,"净牛脂油,苹果,面包,鸡蛋,砂糖,牛奶,香草香料片,片, 黄沙司。"
纽约牛排,"牛排,中部修净的,柠檬汁,橄榄油,绿胡椒及辣椒黄油,扒番茄(),鲜萝丝玛林,百里香,碎,洋紫苏,鲜,阿里根农,鲜碎,柠檬屑,焯,盐调至够味,黑胡椒,碎调至够味,大蒜细碎,意大利炸土豆包,时令沙拉包,香草黄油汁,沙拉装饰,面包,份装黄油。"
挪威水果布丁,"黑李子脯,白砂糖,玉米粉,柠檬汁,食盐,肉桂粉。无黑李脯时可用其他果脯代替。"
泡葡萄,"葡萄公斤,水公斤,糖.公斤,醋精,桂皮,丁香。"
啤酒焖牛肉,"牛后腿肉,啤酒,牛肉汤,油,鲜西红柿,葱头,胡萝卜,芹菜,盐,油炒面粉,糠,胡椒粉,黄油。"
啤酒汤,"啤酒瓶,土豆粉。调料：柠檬汁,砂糖,桂皮一块,精盐,胡椒粉。"
苹果菠萝卷心菜丝色拉,"菠萝粒,苹果,苹果醋。"
苹果茴香色拉,"苹果,茴香,圆生菜,罗佛芝士。"
葡式薯泥焗生蚝,"生蚝,调味薯泥。"
葡萄干布丁,"黄油,牛奶,鸡蛋,面粉,玉米粉,砂糖,葡萄干,香草粉,发酵粉各。"
葡汁奄列斋,"云耳,木耳,黄耳,如耳,蛋饼,葡汁,水榄。"
普罗旺斯大蒜西红柿面,"颗蒜头,四五成熟红西红柿。/橄榄油,鲜奶油。大匙盐,包公的意大利面,研磨意大利干酪粉,九层塔丝,普罗旺斯香草（可省略）。"
钱杏仁冬瓜,"杏仁片,冬瓜,胡萝卜,青笋。"
茄子玉米粥,"大茄子片(厘米厚)带皮,牛奶,橄榄油,酱汁,酱汁料单,洋紫苏碎,红绿椒丁.厘米方形,阿里根农鲜丁.,玉米粒,奶酪片,洋紫苏汁,炸脆的(装饰用),玉米面细,牛奶,大蒜酱,帕玛山奶酪,蛋黄,豆蔻粉.。"
青豆色拉,"青豆,番茄,熏鳟鱼。"
倾心,"杏仁糖团或胶糖团,S.P海绵蛋糕胚,鲜奶油。调味料：糕胚:人造奶油=:。"
软鸡胸配小茴香,"鸡胸(片).千,大蒜细碎,马佐林细碎,小茴香细碎,鼠尾草细碎,柠檬汁,橄榄油,洋葱酱,红胡椒碎,胡椒调至够味,盐调至够味。调料：橄榄油,红洋葱细丁,大蒜细碎,墨西哥辣椒（去籽的）,意大利米,香菜细碎,盐调至够味,黑胡椒细碎调至够味,鸡汤,柠檬,时令配沙拉,面包,份装黄油,沙拉"
瑞士牛肉扒,"牛外脊,土豆,植物油,胡萝卜,葱头,鲜西红柿,面粉,番茄酱O,香叶片,盐,胡椒粉,油。"
三明治,"白面包片,全麦或黑麦。下列各项平均加入共：火腿,咸肉,烤牛肉,鸡肉沙拉,金枪鱼沙拉,熏三文鱼,意大利肠。奶酪及番茄,生菜,菜丝沙拉,橄榄,番茄片,蛋黄酱,薯条包,混和腌菜,盐调至够味,白胡椒调至够味。"
三文鱼芦笋蘑菇面条,"三文鱼,丁,柠檬(汁),橄榄油,盐,磨碎的调至够味,黑胡椒蘑碎的调至够味,洋葱,细碎,大蒜细碎,本地黄蘼菇（金针菇）,芦笋尖,去皮,净的,切为厘米长,白酒,淡蔬菜汤,意大利长面,鲜梨,去皮,核,成熟的,香草酱,鲜百里香枝,柠檬角切为片状。"
烧R－－Q牛肋条,"美国牛肋条条,洋葱(碎)一大匙,大蒜(碎)一小匙。调味料：蕃茄酱,芥末酱大匙,辣椒酱数滴,辣椒油数滴,蜂蜜,柳橙汁,,,白醋,,,盐,胡椒。"
烧烤美国嫩肋条,美国牛肋条公（人份）。调味料：.细黑胡椒粉大匙。.香蒜粉大匙。.红辣椒粉/小匙。.细盐/小匙。
生牛肉配黑红椒,"牛柳(本地),净,橄榄油,酱油汁,地壮芥末,法香细碎,胡荽细碎,时萝细碎,小葱细碎,盐,红胡椒,黑胡椒,沙拉,橡树叶,菊苣叶,野箭生菜,油醋汁,混和鲜香草,橄榄油,黑香醋,黑胡椒碎调至够味,红胡椒碎调至够味。"
什锦饭布丁,"大米,葡萄,新鲜苹果,香蕉,白糖,鸡蛋。"
什锦盖饭,"鸡胸肉块,虾仁半斤,白饭碗,蛋皮切细。调味料：葱根,蒜头片,高汤块,盐,胡椒粉,酱油,水,色拉油,炸洋葱。"
时菜沙拉,"生菜,黄瓜,番茄,洋葱,玉米笋,口磨,青红椒,香菜,樱桃萝卜,精盐,白胡椒粉,沙拉油,醋。"
蔬菜春卷,"芹菜丝,胡萝卜丝,蒜泥,豆芽,蘑菇丝,香油,酱油,咖喱粉,糖,菜油,春卷皮,鸡蛋。"
蔬菜汉堡,"胡萝卜去皮切碎为,芹菜去皮碎,洋葱,去皮,碎,红椒,碎,绿椒,碎,核桃粉,蘑菇细碎,小春葱,细碎,胡荽,细碎,鸡蛋,饼干碎,香油,辣椒籽汁,盐调至够味,白胡椒调至够味,汉堡面包,洋葱片,时萝片,番茄片,生菜,薯条包,奶酪片,菜丝沙拉。"
蔬菜角,"土豆丁.,m,煮的并冷却,植物油,小茴香籽,芥末籽,咖哩或香叶,干红辣椒粉,蒜蓉,盐,香菜鲜,黄姜粉,水,辣椒鲜细丁。"
"蔬菜角配香菜,薄荷","面粉,苏打粉,黑胡椒粉,盐,小茴香籽,植物黄油,白酸奶,植物油。"
甩袖汤,"肥瘦熟猪肉,鸡蛋,水发木耳,水发玉兰片,菠菜,胡萝卜,水淀粉,酱油,精盐,味精,花椒水,绍酒,肉汤,香油。"
双耳布丁,"白木耳,黑木耳,鸡汤,淀粉,盐,胡椒粉,五香粉各。"
苏比兹汤,"洋葱,鸡汤,黄油,西米,做好的奶油汤升,豆蔻,盐,胡椒粉各。"
苏格兰焗洋芋蔬菜,"一斤洋芋,一斤包心菜,一粒洋葱,四分之三条奶油,液态奶油,乳酪(,r,s)丝,盐与胡椒,葱屑(亦可不加)。"
苏格兰羊肉薏米粥,"羊肉,薏米,葱头,萝卜,胡萝卜,豌豆,芹菜。调料：大蒜,精盐,胡椒粉。"
酸白菜,"白菜,香叶片,苹果,胡椒粒,胡萝卜,茴香籽,精盐,干辣椒。"
酸黄瓜,"黄瓜,青椒,茴香,芹菜,精盐,香叶片,蒜,干辣椒,胡椒粒。"
酸奶沙司,"（-份）酸奶,牛奶大勺,葱末大勺,大蒜（切成碎末）瓣,精盐小勺,胡椒粉。"
酸奶猪肉,"猪肉,猪蹄（约）,番茄,葱头,青椒各,板肉。调料：酸牛奶,食油,黄油,精盐,甜红椒粉。"
蒜味猪排,"片厚猪排,各约公分厚,盐及面粉,大匙橄榄油,粒蒜头,小匙干的迷迭香（Rosmry）,大匙白酒醋,/不甜的白酒,又/罐头鸡汤。"
糖醋海蛎子,"海蛎子,生菜叶。调料：酱油,砂糖,醋精,味精,木鱼汤。"
桃仁布丁,"鸡蛋,白糖大勺,牛奶,琼脂粉-小勺,核桃仁。"
甜椒肉果,"大绿甜椒,牛肉末,鸡蛋,洋葱半,大蒜-瓣,蘑茹,干面包屑-大勺,猪油,番茄罐头,精盐,胡椒粉。"
甜酒炖洋梨,"西洋梨,半甜的红酒,柳橙,柠檬,半细糖。"
通心粉沙拉,"调味料：沙拉酱,盐,黑胡椒少量,糖二匙。"
土豆煎饼,"土豆刨丝,菠菜切碎,西红柿切圆片,奶酪片,油少量,盐酌量。"
五彩什锦饭,"米,水(与米同容量),鸡肉,胡萝卜/根,煮竹笋,干蘑菇片,青豆(冷冻),酒大匙,酱油/大匙。"
西班牙式煎鱼,"净鲜鱼肉,煮土豆,青,红椒,葱头,大蒜,牛奶,面粉,盐,糖,胡椒粉,咖喱粉,白酸葡萄酒,生菜油,鸡汤。"
咸肉鸡蛋烤豆及薯条,"瘦咸肉,煎蛋,烤豆,薯条包,扒番茄,盐调至够味,白胡椒调至够味。"
意大利炒饭,"米饭,鸡脯肉,鲜贝,鸡蛋,小黄瓜,西兰花,番茄,胡椒粉,精盐,淀粉,番茄酱,橄榄油,黑胡椒粉。"
意大利奶酪包,"意大利面包片,橄榄油,太帕纳得汁,番茄粒,混合香草,鲜细碎,锅干左拉奶酪,黑胡椒碎调至够味,沙拉装饰。"
意大利式米饭,"大米,清汤,奶油,干酪,盐。 大米,清汤,奶油,干酪,盐。"
意大利式沙拉浇汁,"（份）柠檬汁大勺,熟菜油,大蒜瓣,尖角红辣椒,精盐/小勺,胡椒粉,冷开水大勺。"
意大利式虾仁,"意大利面半包,虾仁,大蒜瓣,奶油半,西洋芹半根。料：白酒半,番茄酱半,盐半茶匙,胡椒粉。料：起司粉大匙。"
意大利细面条,"细面条,,香肠,,茄子,,西红柿,,柿子椒,,豆角,,葱头,,色拉油,大蒜,,丘比千岛酱,。"
意国野菇培根面,"野茹,培根,大番茄颗,鲜奶油,难高汤,洋葱/颗,大蒜瓣,意大利面。"
意大利细面条,"细面条,,香肠,,茄子,,西红柿,,柿子椒,,豆角,,葱头,,色拉油,大蒜,,丘比千岛酱,。"
意国野菇培根面,"野茹,培根,大番茄颗,鲜奶油,难高汤,洋葱/颗,大蒜瓣,意大利面。"
意式烩大虾,"大虾肉,意大利面条,奶油少司,黄油,油,柠檬,盐,青椒,番茄酱。"
意式咖啡奶酪布丁,"意大利浓咖啡,汤匙牙买加咖啡,舌甜酒或咖啡酒（Ku〕汤匙,白兰地酒汤匙,可可粉,蛋糕,牛油,面粉,盐,鸡蛋,细砂糖,玛上加邦奶酪混和物,蛋黄,细砂糖,玛士加邦奶酪,茶匙云呢拿香油（Vni,, ssn,）。"
意式肉肠通心粉,"意式通心粉磅,香肠安士,牛肉/,芝士/,红甜椒粒,洋葱粒,蒜头粒剁碎,紫苏/,橄榄油茶匙。"
意式松仁猪排,"排骨。配料：腌肉,松仁,核桃仁,白兰地,辣椒仔,蕃茄,香葱等。"
云呢拿忌廉布甸,"忌廉公升,鲜奶汤匙,糖,呢拿香油数滴,鱼胶粉,杏仁甜酒汤匙。"
芝士焗蟹盖,"蟹盖,蟹肉,洋葱/（切粒）,磨菇（切粒）,烟肉片（切粒）,盐/茶匙,面饱糠,芝士粉,忌廉料,牛油安士,面粉汤匙,鲜奶汤匙,鸡粉/茶匙,上汤。"
爆三脆,"鸡肋,肚头,水发海蜇,蛋清,水粉芡,水发玉兰片,水发香菇,水发豌豆,姜花,跟斗蒜苗各,盐水,料酒,味精.,大油（约耗）,清汤。"
炒鸡仁,"鸡脯肉,青豆,荸荠,鸡蛋清,湿淀粉,精盐,绍酒,味精,清汤,熟猪油（约耗）。"
红袍莲子,"大红枣,水发莲子,桔子瓣,红樱桃,白糖,大油。"
红烧豆腐棍,"陈留豆腐棍根（约）,水发玉兰片,鲜虾仁,水发木耳,鸡蛋,湿淀粉,精盐,味精.,酱油,姜汁,清汤,花椒油,熟猪肉（约耗）。"
三色肝末,"猪肝,葱头,胡萝卜,西红柿,菠菜各,精盐,肉汤。"
肉末豆花,"豆花/碗,肉末汤匙,土白菜汤匙。"
肉末菜粥,"大米（或小米）,肉末,青菜,植物油,酱油,精盐,葱姜未。"
清水煮荷包蛋,"鲜鸡蛋,醋。"
青菜粥,"大米,青菜,清水,精盐。"
葡萄干土豆泥,"土豆,葡萄干,蜂蜜。"
苹果色拉,"苹果,橘子瓣,葡萄干,酸奶酪,蜂蜜各。"
苹果泥,"苹果,凉开水。"
苹果金团,"红薯,苹果。"
苹果酱,"苹果半（约）,白糖。"
牛奶粥,"牛奶,大米,水。"
牛奶玉米粥,"牛奶,玉米粉,鲜奶油,黄油,精盐,肉豆蔻。"
牛奶香蕉糊,"熟透的香蕉,牛奶,玉米面,白糖。"
牛奶蜂蜜饼干,"普通面粉,黄油,牛奶,蜂蜜,发酵粉。"
咖喱牛肉,"牛肉,土豆,葱头。"
砂锅狮子头,"猪肉,油菜心,鸡蛋,海米。"
椒雪肉片,"猪肉,蛋清。"
干炸丸子,"猪肉,荸荠,蛋清。"
红烧猪爪,猪蹄。
熏肉,带皮五花肉。
扣肉,带皮五花肉。
红腐烧肉,猪五花肉。
红烧牛肉,"花生油,精盐,酱油,料酒,葱段,姜块,蒜瓣,大料,桂皮,丁香,白糖。v"
酱爆肉片,"猪肉,蒜苗,蛋清。"
糖醋里脊,"猪里脊,蛋清。"
蜜汁子排,"小排骨,蛋清。"
红烧大排,猪排骨。
炸猪排,"猪瘦肉,鸡蛋清,面包粉,"
椒盐排骨,"猪排骨,鸡蛋。"
白冰糖绿豆汤,"白冰糖,绿豆。"
菠菜猪血汤,"菠菜,猪血。"
川贝杏仁饮,"川贝母,杏仁,冰糖或蜂蜜。"
聪耳酒,"磁石,木通,石菖蒲各,白酒。"
丹参蜜饮,"丹参,檀香,灸甘草,蜂蜜。"
当归独活酒,"独活,大豆,当归,白酒。"
当归酒,"当归,白酒。"
党参红枣茶,"党参,红枣。"
酱芹菜,"鲜芹菜,,稀甜面酱,,酱油,,精盐,,"
面酱嫩黄瓜,"嫩黄瓜,,精盐,,甜面酱,,味精,,"
酱萝卜条,"白萝卜,,精盐,,大酱,,糖,,花椒,大料,,辣椒丝,,"
酱生姜,"嫩生姜,,酱油,,盐,,糖,,花椒,,大料,,"
酱八宝菜,"大头菜,,黄瓜,,藕,,豆角,,萝卜,,青椒,,花生米,,核桃仁,,酱油,面酱,精盐各,"
美味丝,"白萝卜,,精盐,,大酱,,糖,,花椒,大料,,辣椒丝,,"
人参果,"香菜根,,酱油,,花椒,,鲜姜,,精盐,"
糖酱洋葱,"洋葱头,,红塘,,姜哟,,盐,,花椒,,大料,,"
酱大头菜,"鲜大头菜,,大酱,,精盐,,糖,,花椒,大料,,辣椒丝,,"
辣椒酱,"鲜红辣椒,,精盐,,花生米,,大蒜,,熟芝麻,,"
酱黄瓜,"嫩黄瓜,,酱油,,精盐,,味精,,花椒,大料,,糖,,"
辣黄瓜丝,"嫩黄瓜,,鲜红辣椒,,姜丝,,辣油,,精盐,,味精,,"
青椒冬瓜片,
双色辣丝,"红辣椒,,青辣椒,地,经验,,味精,,香油,,蒜泥,,"
辣黄豆,"黄豆,,精盐,,八角,,桂皮,,辣椒,,红酒,,"
蛋松,"鸡蛋,,精盐,,味精,,植物油,（约耗）,"
芹菜腐竹,"青菜,,水发腐竹,,精盐,,酱油,,香油,,味精,,米醋,,"
拌茭白丝,"鲜嫩茭白,,盐,,辣油,,味精,,"
酸辣土豆丝,"土豆,,精盐,,辣油,,白醋,,葱丝,姜丝各"
麻辣包菜,"包菜,,花椒粉,,盐,,辣椒粉,,"
五香蚕豆,"蚕豆,,精盐,,花椒,八角,桂皮,丁香,姜片,味精各。"
麻辣茄子,"新鲜嫩茄子,,精盐,,辣椒面,,白糖,,姜丝,,葱,,姜丝,,"
芥末豆角,"嫩豆角,,鲜姜,,精盐,,香油,辣酱油,,白糖,,味精。"
拌卷心菜,"卷心菜,,精盐,酱油,白糖,。"
美味豆芽,"绿豆芽,青椒,,红辣椒,精盐,,大蒜末,姜丝,香菇,,"
松仁玉米,"玉米粒,剥壳松子仁,红辣椒,青辣椒,香葱棵"
油菜扒金针菇,"油菜心,金针菇,大蒜瓣,淀粉"
蚝油草菇,"草菇,香葱棵,大蒜瓣"
玉兰片烩猴头菇,"水发玉兰片,猴头菇,生姜小块,香葱棵"
红烧猴头菇,"猴头菇,豆腐,胡萝卜,鸡蛋,生姜小块,玉米粉大匙(),地瓜粉大匙()"
炒素鳝糊,"香菇,韭黄,生姜小块,地瓜粉"
油醋香菇,"新鲜香菇,芹菜,大蒜瓣"
山药烩香菇,"山药,新鲜香菇,胡萝卜,红枣,香葱棵"
平菇炒翠笋,"平菇,芦笋,胡萝卜,淀粉"
口蘑烧香芋,"魔芋,口蘑,扁豆,面筋,玉米笋,红辣椒,香葱棵,生姜小块,淀粉"
糖醋南瓜丸,"南瓜,面粉,淀粉"
咸蛋黄炒金瓜,"南瓜,熟咸鸭蛋,香葱棵,生姜小块"
脆香藕丸,"莲藕,鸡蛋,香葱棵,生姜小块,面粉"
蒜香茄泥,"茄子,韭菜,香菜棵,大蒜瓣"
咸肉蔬菜三明治,"面包片（白或全麦）,番茄片,咸肉,熏的扒过,生菜,蛋黄酱,薯条包,菜丝沙拉,橄榄,法香枝。"
乡村蔬菜鸡汤,"鸡.公斤以上,公斤,鸡汤.升,杂菜丁,番茄,碎,大蒜,去皮,香料包,盐调至够味,白胡椒粉调至够味,装饰：杂菜切为菱形并焯过的,鸡肉熟的丁状,小葱细丁。"
香草美国牛扒,"美国牛扒（肉眼,西冷或T骨）件约重,意大利青瓜,干,各,蕃茜碎茶匙,植物牛油约汤匙。调味料：蒜盐,黑椒粉各。"
香肠沙拉,"香肠根,胡椒,圆白菜/根,丘比沙拉酱大匙,柠檬两片。"
香滑卷心菜丝色拉,"中型胡萝卜,.千白卷心菜棵,中型洋葱,酸奶油酱汁,汤匙糖,盐,胡椒,酸奶油,苹果醋,茶匙芥末粉,茶匙芫荽子,瓶装白色拉酱。"
香煎鳕鱼,"片鳕鱼（每片约公）,蛋,/牛奶,面粉,小匙甜椒粉（pprik）,小匙新鲜洋香菜屑（prs,y）,/小匙新鲜黑胡椒粉,小匙盐,炸油。"
香蔬烤鸡腿,"鸡腿,甜红椒（,,pppr）,青椒,颗洋葱,大匙橄榄油,小匙干的百里香（Tym）半不甜的白酒,盐与胡椒。"
香蒜小牛排,"美国带骨牛小排(每片约公)片 ,大蒜末小匙,美国香菜叶末。调味料：辣酱油数滴,橄榄油小匙,盐,胡椒。"
